NodeID,type,A,longitude,latitude,D,fx_val0,fx_val1,fx_val2,fx_val3,fx_val4,fx_val5,fx_val6,fx_val7,fx_val8,fx_val9,fx_val10,fx_val11,fx_val12,fx_val13,fx_val14,fx_val15,fx_val16,fx_val17,fx_val18,fx_val19,fx_val20,fx_val21,fx_val22,fx_val23
1590587,H,10,132.252856,388.645792,0, , , , , , , , , , , , , , , , , , , , , , , , 
40706891,G,10,132.184321,388.667887,0, , , , , , , , , , , , , , , , , , , , , , , , 
29357488,G,10,132.252856,388.645792,0, , , , , , , , , , , , , , , , , , , , , , , , 
1589609,H,10,132.252856,388.645792,0, , , , , , , , , , , , , , , , , , , , , , , , 
82740746,J,0.1,132.239191,388.648931,0,60.175,63.6625,54.6125,46.6125,58.1,56.425,77.2875,91.425,98.0375,104.1875,94.0625,94.6,106.95,92.1125,87.3875,106.4625,102.7375,83.7875,90.5,89.6875,89.475,87.275,85.2375,72.15
84024003,J,0.1, , ,0,60.175,63.6625,54.6125,46.6125,58.1,56.425,77.2875,91.425,98.0375,104.1875,94.0625,94.6,106.95,92.1125,87.3875,106.4625,102.7375,83.7875,90.5,89.6875,89.475,87.275,85.2375,72.15
19867677,J,10,132.246297,388.656424,0,88,70.4,80.4,51,81.4,63.7,69,56.9,78.5,67.6,61.8,59.9,91.5,75.2,99.5,56.1,93,53.9,71.6,75.6,79.9,92.5,76,77.2
81782820,J,1,132.196901,388.666318,1,119.0444444,87.8,87.87777778,83.01111111,74.15555556,82.61111111,92.15555556,133.0222222,207.4333333,208.3222222,278.0222222,238.9222222,241.4111111,204.5444444,309.8888889,221.8888889,348.6,285.6777778,155.8777778,156.3111111,158.3666667,159.2888889,156.8666667,218.1444444
83398935,J,1,132.175372,388.664342,0,212.01,148.2886667,114.37,119.852,95.54333333,117.3033333,167.756,183.7073333,225.1946667,213.148,225.4606667,247.3173333,297.214,239.2386667,220.4153333,224.338,235.478,262.2,280.634,275.57,313.8633333,347.416,326.7233333,291.31
83488294,J,1,132.25241,388.66825,0,77.65,56.66875,47.98125,55.06875,68.9375,70.68125,75.1625,73.75625,83.49375,83.89375,83.89375,94.76875,92,92.43125,89.49375,105.68125,86.825,89.98125,85.825,99.0625,92.6,90.65625,83.35,71.0625
83661285,J,1,132.2300576,388.574471,0,192.375,140.925,126.6,103.6,113.95,137.6,157.55,204.575,183.15,207.925,212.825,224.725,280.75,242.675,205.65,225.1,223.35,242,242.075,268.75,275.575,285.5,268.3,224.3
83703061,J,1,132.20136,388.64226,0,145,136,91,82.5,88.5,93,136.5,135,132.5,157,244,209,187,178.5,186.5,175.5,195.5,195,214,210,233.5,217,187.5,181.5
83976882,J,1,132.23322,388.63398,0,98.71818182,77.71818182,85.03636364,62.04545455,63.58181818,68.51818182,74.94545455,98.37272727,108.5818182,96.24545455,123.2272727,123.4454545,118.4545455,117.3454545,120.2454545,107.8454545,119.8909091,127.9545455,118.5181818,141.7272727,121.1727273,132.0454545,122.0545455,113.4181818
84024002,J,1,132.24663,388.62921,0,79.225,74.275,70.025,63.275,57.2,64.2,76.075,85.45,59.7025,62.7275,72.895,55.185,94.89,68.815,67.805,67.545,62.7225,87.975,102.225,112.675,108.25,104.375,94.95,92.45
80542501,J,10,132.230294,388.675797,0,209.7670683,166.2273092,135.7184739,123.3650602,114.7827309,124.4883534,169.1385542,209.4006827,223.9765462,233.4362249,241.6821687,281.7943775,314.3042169,270.3954217,253.3975502,265.0282329,271.6037349,280.2833735,295.8011245,304.5276707,315.075502,318.0060241,305.9811245,271.2983936
60429296,J,10, , ,0,6.4,10.3,7.7,8.1,8.5,113.5,7.7,16.4,87.5,104.3,104.1,114.2,61.2,92.4,101.2,106.6,127.4,41.1,66.6,1.8,24.6,23.7,17.3,2
60509138,J,1, , ,0,4.8,10.5,2.8,11.4,11.8,2.2,11.3,19.3,75.6,73,97.9,70.5,69.9,53,99.7,111.8,141.4,50.1,65.7,2.3,74,23.9,18.3,1.5
60509137,J,1, , ,0,1.4,1.3,1.2,2.6,1.3,1.4,1.1,1.1,103.4,101.9,50.2,53.1,18.5,20.6,79.3,42,25.4,1.5,1.1,1.5,1.3,2.5,1.4,1
