NodeID,type,A,longitude,latitude,D,fx_val0,fx_val1,fx_val2,fx_val3,fx_val4,fx_val5,fx_val6,fx_val7,fx_val8,fx_val9,fx_val10,fx_val11,fx_val12,fx_val13,fx_val14,fx_val15,fx_val16,fx_val17,fx_val18,fx_val19,fx_val20,fx_val21,fx_val22,fx_val23
77649040,J,1,132.311709,388.598383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36589357,G,1,132.35369,388.58738,0, , , , , , , , , , , , , , , , , , , , , , , , 
10515693,H,1,132.35369,388.58738,0, , , , , , , , , , , , , , , , , , , , , , , , 
7602521,H,1,132.375231,388.586301,0, , , , , , , , , , , , , , , , , , , , , , , , 
40562850,J,1, , ,0,36.5,3.4,105.3,3.3,11.1,31.5,2.4,2.5,107.9,110.3,108.8,111.5,110.1,110.1,112.5,110,109,111.3,111.7,110.2,110.2,106.3,80.9,13.9
64354495,J,1,132.331591,388.591728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63826384,J,1,132.540861,388.525605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036403,J,1,132.51921,388.54247,0,124.5,102.2,108.6,96.9,108.3,138.8,172.5,161.2,180.2,194.5,194.4,220.1,264.3,208.8,266.7,213.4,166.1,213.1,257.3,281.1,291.4,313.6,231.2,170
8353888,J,1,132.58494,388.52374,0,121.4,105.2,95.3,87.8,116.2,108.3,127.2,152.2,168,153.1,174.2,144.9,225.7,164.2,149.9,163.2,165.7,180.1,185.2,219,218.5,239.1,184.8,164.9
19111892,J,1,132.590411,388.530206,0,149.4,115.6,93.8,90.4,132.4,149.8,155.7,170.8,184.1,159.8,184.6,173,249.6,176.1,217.2,204.7,203.4,216.4,205.5,255.1,284.9,246.2,219.7,203.7
17959478,J,1,132.361961,388.574351,0,51.5,10.6,3.4,11.9,3.8,42.7,35,35,60.7,78.4,70.9,66.2,92.7,64.8,64.9,75.6,64.3,52.2,68.5,64.9,52.9,57.1,51.2,49.6
2682274,J,1,132.35641,388.58135,0,50.6,8,3.1,8.8,17,51.9,84,67.5,71.5,76.9,82.4,64.9,75.5,58.8,76.2,66.6,68.6,51.7,69.7,79.2,61.1,87.6,72,58.8
41070818,J,1,132.365148,388.568196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15326843,J,1,132.370981,388.568071,0,128.8,141.6,155.4,110,105.6,103.4,143.6,193,185,185.5,184.5,155.2,194.7,189.8,170.3,171.4,174.4,220.6,201.2,216.6,207.4,217,215.6,203.1
34476317,J,1,132.375042,388.559976,0,116.5,113.3,134.3,117.1,114.7,112.5,123.4,175.1,147,189.6,212.8,184.9,209.5,169.1,161.1,157.5,200.6,192.4,198.3,212.6,188.1,227.9,192.1,199.7
1590767,H,1,132.37992,388.568463,0,222.1,205.9,157.8,138.5,187.7,177.4,236.6,235.1,285.5,324.7,300.6,346.9,334.1,321.5,323.4,337.7,346.4,367.3,325.5,389.1,419.2,367.3,343.5,278.9
58889403,J,1,132.380267,388.564221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64215745,J,1,132.346702,388.600636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32069176,J,1,132.344901,388.59378,0,219.4,156.4,157.5,133.6,113.1,129.5,169.4,208.3,195.1,259.8,296.8,238.1,287.4,288.5,246.5,318.6,258.9,299.8,281.5,347.9,304,341.6,302.4,297.6
51191669,J,1,132.343991,388.600941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8157079,J,1,132.33932,388.60332,0,214.6,186.2,147.6,126,112.4,136.6,162.4,221,242.8,252.1,247.5,304.6,320.2,301.4,279.9,294.9,250.3,294.7,346.3,364.7,350.4,338.5,305.9,292.3
49950204,J,1,132.343371,388.601297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49950205,J,1,132.341561,388.599827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590729,J,1,132.339201,388.60629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21639686,J,1,132.378515,388.575569,0,114,90,96.4,73.8,95.9,90.5,113.3,155.4,121.5,149.1,117.6,172.1,161.4,130.4,177.8,155.7,138.7,114.9,187.8,166,186.4,166.8,140.5,119.2
42879587,J,1,132.37456,388.576117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80665481,J,0.1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59399478,J,10,132.364044,388.561002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682074,J,1,132.365557,388.559085,0,0.22,0.22,0.27,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.26,0.22,0.22,0.22,0.21,0.24,0.26,0.21,0.26,0.22,0.26,0.25,0.22,0.26
8403029,J,10,132.36459,388.55828,1,91.6,73.6,53,48.7,38.4,91.3,81.7,71.4,129.7,131.8,128.4,154.8,153.6,144.3,133.6,136.6,158.9,128.9,104.7,121.5,141.5,109.8,128.1,108.9
42333390,J,10,132.320021,388.561188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19361014,J,10,132.359061,388.560475,0,248,165,153,176,117,139,175,171,233,281,315,316,427,359,333,297,530,314,327,282,300,317,355,263
76374981,J,10,132.366456,388.557769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31318147,J,10,132.364075,388.55273,0,93,74.2,41.9,46.6,40.4,89,80.8,79.8,100.1,131.2,115.7,132.5,140.6,139.8,123.7,154.3,128.2,138.4,94.6,135.2,102.4,104.3,95.9,105.4
57494694,J,10,132.309631,388.567111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24521445,J,10,132.322291,388.570781,0,122.2,99.5,84.5,60.1,62.5,79.6,119.9,209,168.9,183.5,235.3,248.4,277.7,191.4,212.3,210.2,224.7,224,172.6,130.1,171.8,150.9,140,175.6
8419668,J,10,132.329201,388.574511,0,313,308,163,172,125,179,239,376,356,320,342,448,505,370,380,426,448,440,463,527,489,489,548,398
40909989,J,1,132.350231,388.583981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40909990,J,1,132.347831,388.531585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
