NodeID,type,A,longitude,latitude,D,fx_val0,fx_val1,fx_val2,fx_val3,fx_val4,fx_val5,fx_val6,fx_val7,fx_val8,fx_val9,fx_val10,fx_val11,fx_val12,fx_val13,fx_val14,fx_val15,fx_val16,fx_val17,fx_val18,fx_val19,fx_val20,fx_val21,fx_val22,fx_val23
1590587,H,10,132.252856,388.645792,0, , , , , , , , , , , , , , , , , , , , , , , , 
40706891,G,10,132.184321,388.667887,0, , , , , , , , , , , , , , , , , , , , , , , , 
29357488,G,10,132.252856,388.645792,0, , , , , , , , , , , , , , , , , , , , , , , , 
1589609,H,10,132.252856,388.645792,0, , , , , , , , , , , , , , , , , , , , , , , , 
82740746,J,0.1,132.239191,388.648931,0,71.4875,73.025,71.3375,48.8125,48.1625,46.75,71.1,80.5375,88.4125,99.225,96.975,95.125,115.6125,102.6125,93.45,99.075,104.8625,101.35,79.1375,105.8375,106.875,99.975,76.4625,65.275
84024003,J,0.1, , ,0,71.4875,73.025,71.3375,48.8125,48.1625,46.75,71.1,80.5375,88.4125,99.225,96.975,95.125,115.6125,102.6125,93.45,99.075,104.8625,101.35,79.1375,105.8375,106.875,99.975,76.4625,65.275
19867677,J,10,132.246297,388.656424,0,73.9,69,98.3,63.4,45.7,33.4,79.2,68.2,53.4,64.1,82.4,67.2,72.4,85.6,69.3,78.2,69.5,67.2,82.2,56.9,74.6,150.8,88.7,75.1
81782820,J,1,132.196901,388.666318,1,124.8,95.8,90.88888889,77.38888889,77.94444444,72.77777778,92.84444444,130.9333333,247.1888889,221.8111111,199.9777778,205.4777778,249.1,230.1111111,185.9333333,256.6666667,196.4333333,256.7888889,157.2666667,150.6444444,147.8888889,148.7111111,154.5666667,139.6555556
83398935,J,1,132.175372,388.664342,0,186.818,138.4686667,117.4033333,102.69,110.95,109.47,149.3826667,193.2486667,233.4366667,223.6386667,231.2766667,263.0966667,349.3466667,266.8073333,230.0293333,240.2906667,233.74,265.8993333,277.9306667,313.37,362.736,359.53,318.6493333,292.53
83488294,J,1,132.25241,388.66825,0,64.19375,68.05625,56.1625,56.05625,50.2,55.63125,69.33125,81.60625,81.81875,85.48125,77.83125,92.975,104.2125,88.125,92.4625,84.45,83.18125,91.6875,95.2,92.84375,99.325,92.925,88.025,73.725
83661285,J,1,132.2300576,388.574471,0,187.6,137.75,126.475,109.275,100.25,117.775,151.875,191.8,193.475,216,203.8,196.95,264.975,215.9,223.4,213.325,217.7,224.1,253.4,279.5,272.925,265.425,262.175,243.85
83703061,J,1,132.20136,388.64226,0,127,138.5,87,77.5,66,81.5,90,123,148.5,145,171.5,189,192.5,174,179,180.5,167.5,197.5,316,226,245,209,187.5,168.5
83976882,J,1,132.23322,388.63398,0,92.97272727,86.20909091,80.65454545,59.13636364,60.96363636,72.85454545,74.59090909,92.6,99.03636364,104.2,117.2,112.4181818,123.9181818,129.6636364,129.2545455,127.6545455,116.9545455,141.2272727,132.0363636,143.4272727,129.7545455,120.0636364,139.2545455,118.6545455
84024002,J,1,132.24663,388.62921,0,82.125,82.45,59.975,65.8,50.575,58.55,58,78.9,56.9025,72.455,90.69,66.8575,81.575,65.4025,86.06,71.7125,90.5925,70.52,77.115,108.525,96.275,101.65,92.4,101.775
80542501,J,10,132.230294,388.675797,0,201.0439357,162.7044177,137.1449799,127.4257028,120.5261044,125.8839357,163.6277108,206.3076305,221.86,236.538996,243.2889157,256.902249,312.6349799,269.7307229,257.1733735,265.1877912,266.257992,280.4306024,291.1576305,301.295502,317.1710843,309.2738956,295.8502008,260.1248996
60429296,J,10, , ,0,8.5,5.6,36.3,14.3,101.3,2.2,28.4,29.4,67.3,96.3,115.4,104.5,104.6,77.9,131.4,105.5,104.9,70,30.5,6.3,2.3,10.3,4.8,43.3
60509138,J,1, , ,0,9.4,6.6,33.8,2.6,103.5,2.8,17,31.5,80.2,98.4,81.5,45.4,87.3,66.1,140.1,79.6,81.3,72.5,31.7,5.9,2.8,10.2,6.5,43.3
60509137,J,1, , ,0,1.4,1.5,2.5,1.5,1.5,1.5,1.5,1.5,73.2,57,71.8,37.4,91.7,60.5,53.7,101.3,47.2,27.7,1.4,1.5,1.5,2.7,1.1,1.2
