NodeID,type,A,longitude,latitude,D,fx_val0,fx_val1,fx_val2,fx_val3,fx_val4,fx_val5,fx_val6,fx_val7,fx_val8,fx_val9,fx_val10,fx_val11,fx_val12,fx_val13,fx_val14,fx_val15,fx_val16,fx_val17,fx_val18,fx_val19,fx_val20,fx_val21,fx_val22,fx_val23
77649040,J,1,132.311709,388.598383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36589357,G,1,132.35369,388.58738,0, , , , , , , , , , , , , , , , , , , , , , , , 
10515693,H,1,132.35369,388.58738,0, , , , , , , , , , , , , , , , , , , , , , , , 
7602521,H,1,132.375231,388.586301,0, , , , , , , , , , , , , , , , , , , , , , , , 
40562850,J,1, , ,0,10.2,12.3,3.8,2.9,3.1,30.9,2.5,103.9,110.4,110.9,112,108.6,109.5,110.5,110.7,110.8,0,111,110.4,111.5,108.8,57.9,8.2,2.8
64354495,J,1,132.331591,388.591728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63826384,J,1,132.540861,388.525605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036403,J,1,132.51921,388.54247,0,134.8,119.6,106,94.1,116.3,111.4,164,177.2,187.4,162.7,249.5,207.8,267.1,198.9,168.7,164.7,0,194.2,214.6,249,283.4,302.2,267.1,228.2
8353888,J,1,132.58494,388.52374,0,111.5,135.5,102.5,102.2,99.5,145.7,156.9,136.2,170.5,147.6,181.7,166.7,221.2,166.1,145.9,183.4,0,173.6,212.6,218.5,189.9,193.5,168.2,179.9
19111892,J,1,132.590411,388.530206,0,178.6,156.5,116.9,104.2,108.2,153.5,180.9,232.4,170.4,187.5,156.6,227.7,236.4,190.8,214.1,192.3,0,235.8,252.9,238.7,274.5,269.4,244.7,179
17959478,J,1,132.361961,388.574351,0,60.3,15.9,24.7,12.3,25.5,34.4,48.3,52.1,63.2,58,71.4,70.5,72.2,61.8,83.3,70.7,0,78.4,67.6,63.3,65.5,56.5,69.7,107.6
2682274,J,1,132.35641,388.58135,0,58.1,32,42.9,32.5,37.3,77.3,51.7,52.3,52.5,52.9,62.1,74.5,98.3,78,102.5,101.8,0,79.9,64.3,66,76.7,58.5,86.3,86.1
41070818,J,1,132.365148,388.568196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15326843,J,1,132.370981,388.568071,0,154.3,99.4,151.7,109.9,119.1,115.1,151.8,171,174.9,187.4,193.6,172.4,229.4,207.3,181.3,197.3,0,216.1,178.3,213.2,240.6,216.1,234,185.6
34476317,J,1,132.375042,388.559976,0,113.5,98.6,92.6,94.5,137.6,117.4,132.8,152,158.7,175.2,188.4,176.4,177.5,204.3,153.8,235.9,0,186.1,174.5,172.9,224.9,198.3,181.5,177.7
1590767,H,1,132.37992,388.568463,0,258.2,271,173.5,138.9,160.2,165,208,233.6,276.3,277.7,290.3,325.7,384.4,426.8,402,301.7,0,318.5,359.8,398.8,392.4,381.5,324.9,289.4
58889403,J,1,132.380267,388.564221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64215745,J,1,132.346702,388.600636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32069176,J,1,132.344901,388.59378,0,219.1,202.9,164.5,112,98.7,161.1,187,187.7,209,246.9,283.6,264.4,328,235.9,236.7,262.2,0,235.5,295.3,335.7,342.4,312,283.3,278.5
51191669,J,1,132.343991,388.600941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8157079,J,1,132.33932,388.60332,0,229.1,212.3,166.1,109,135.3,147.6,184.3,190.8,268.4,330.4,272.5,280.9,274.5,320.5,299.6,308.4,0,246.8,370.7,333.2,338.2,381.6,330.7,275.3
49950204,J,1,132.343371,388.601297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49950205,J,1,132.341561,388.599827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590729,J,1,132.339201,388.60629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21639686,J,1,132.378515,388.575569,0,151.6,89.4,67.8,68.1,84,71,92,139.3,107.9,116.9,108.9,104.4,163.9,125.6,116.1,137.2,0,158.2,189.1,148.7,141.2,185.1,161.2,154.7
42879587,J,1,132.37456,388.576117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80665481,J,0.1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59399478,J,10,132.364044,388.561002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682074,J,1,132.365557,388.559085,0,0.22,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.22,0.22,0.22,0.28,0.22,0.21,0.22,0.22,0,0.23,0.21,0.22,0.21,0.21,0.22,0.21
8403029,J,10,132.36459,388.55828,1,107.9,74.5,60.7,58.4,90,63.6,83.7,85.3,113.5,134.2,141.6,135.3,183.7,139.9,141.7,149,0,126.9,118.1,108.6,103.5,105.7,138.6,103.9
42333390,J,10,132.320021,388.561188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19361014,J,10,132.359061,388.560475,0,210,140,124,105,138,146,203,235,241,271,291,388,461,410,417,347,0,311,392,322,296,296,316,273
76374981,J,10,132.366456,388.557769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31318147,J,10,132.364075,388.55273,0,107.1,74.4,52.7,61.3,93.5,72.5,75.7,82.2,97.9,142.8,135,152.5,143.9,138.5,163.7,141.2,0,114.7,115.8,100.4,102.5,90.6,97.1,83.9
57494694,J,10,132.309631,388.567111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24521445,J,10,132.322291,388.570781,0,125.6,86.8,87.3,77.8,54.1,73.8,116.6,217.9,226.3,188,224.5,271.6,266.2,236.1,240.9,241.2,0,221.7,181.3,121.2,132.6,153.1,174.8,166.5
8419668,J,10,132.329201,388.574511,0,366,231,135,152,127,278,274,379,367,421,491,476,534,402,413,435,0,448,429,449,442,518,543,495
40909989,J,1,132.350231,388.583981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40909990,J,1,132.347831,388.531585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25505673,J,1,132.340988,388.525477,0,188.8,177.3,152.6,158.9,114.9,170.4,222.4,275.6,276.6,275.5,272.2,312.1,358.6,302.7,288,303,0,269.5,360,345.8,395.9,399.6,386.2,252.7
