NodeID,type,A,longitude,latitude,D,fx_val0,fx_val1,fx_val2,fx_val3,fx_val4,fx_val5,fx_val6,fx_val7,fx_val8,fx_val9,fx_val10,fx_val11,fx_val12,fx_val13,fx_val14,fx_val15,fx_val16,fx_val17,fx_val18,fx_val19,fx_val20,fx_val21,fx_val22,fx_val23
77649040,J,1,132.311709,388.598383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36589357,G,1,132.35369,388.58738,0, , , , , , , , , , , , , , , , , , , , , , , , 
10515693,H,1,132.35369,388.58738,0, , , , , , , , , , , , , , , , , , , , , , , , 
7602521,H,1,132.375231,388.586301,0, , , , , , , , , , , , , , , , , , , , , , , , 
40562850,J,1, , ,0,2.8,4.1,20.9,2.8,2.5,30.3,24.3,2.5,26.7,3.8,42.8,3,32.7,2.7,26.9,29.8,51.5,102,2.4,27.6,14.4,2.6,3,2.5
64354495,J,1,132.331591,388.591728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63826384,J,1,132.540861,388.525605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036403,J,1,132.51921,388.54247,0,161.1,124.9,130.7,99.1,105.5,109.6,178.9,202.8,232.8,232.6,203.3,220.8,258.8,194.3,208.4,199.4,244.1,242.5,270.1,325.6,286.9,284.7,348.8,205.5
8353888,J,1,132.58494,388.52374,0,125.3,123.8,107.8,110.1,102.2,99.3,160.4,158.7,156.3,157.8,156.3,194,194.6,168.1,240,191.1,201.5,185.2,197,237.9,241.9,219.4,241.3,140.1
19111892,J,1,132.590411,388.530206,0,164.5,136.5,118.2,128,133.7,115.4,209.4,235,187.2,232.5,180.6,218,301.9,273,274.4,253.1,223.8,216.7,221.4,291.9,275.9,241.4,221.7,180
17959478,J,1,132.361961,388.574351,0,18.1,4.1,3.5,5,51.6,37.4,14.3,35.6,20.8,48.6,57.1,54.6,56.8,54.2,71.4,57.4,76.8,64.3,47.3,52.1,56.3,119.1,68.2,53.6
2682274,J,1,132.35641,388.58135,0,25.8,6.7,4.3,6.7,54.2,33.9,22.2,54.5,55.9,70.7,57.6,56,58.1,65.3,77,74.9,79.4,70,68.2,56.9,69.2,105.2,63,54.3
41070818,J,1,132.365148,388.568196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15326843,J,1,132.370981,388.568071,0,161.1,95.7,99.4,121.5,102.9,169.2,149.6,152,218.8,188.4,228.2,201.5,206.7,198,186.6,193.7,223.1,217.2,236.1,232.5,252,190.1,247.7,217.9
34476317,J,1,132.375042,388.559976,0,159.5,91.8,114.7,124.1,116.6,166.6,138.3,132.7,161.3,168.2,188.5,194.7,195,171.3,165.8,208.5,204.1,190,165.9,215.4,211.1,207.9,202.4,146
1590767,H,1,132.37992,388.568463,0,277.7,183.6,200.4,182.3,147.5,153.7,218,238.7,313.7,311,406.6,344.8,398.6,390.8,339.2,316.4,375.2,349.9,369.9,370.1,339.4,399.5,354,301.6
58889403,J,1,132.380267,388.564221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64215745,J,1,132.346702,388.600636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32069176,J,1,132.344901,388.59378,0,220.1,119,158.4,146.7,155.4,117.4,144.5,271.1,239.8,234.7,220.4,255.3,269,304.6,315.3,324.4,301.1,331,318.5,340.5,320.5,393.3,315,262.8
51191669,J,1,132.343991,388.600941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8157079,J,1,132.33932,388.60332,0,230.7,131.3,169.5,133.1,125.4,143.4,154.5,209.2,210.4,236,273,288.5,296.9,324.7,310.1,293.1,274.9,298.6,311.7,349.5,317.5,380.7,279.6,308.4
49950204,J,1,132.343371,388.601297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49950205,J,1,132.341561,388.599827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590729,J,1,132.339201,388.60629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21639686,J,1,132.378515,388.575569,0,121.5,97.7,69.2,77.5,98,98.1,113.4,116.7,164.6,159.7,145,147.6,185.4,145.7,170.2,181.8,130.7,120,146,199.7,162.6,151.5,182.3,127.8
42879587,J,1,132.37456,388.576117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80665481,J,0.1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59399478,J,10,132.364044,388.561002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682074,J,1,132.365557,388.559085,0,0.25,0.25,0.25,0.25,0.21,0.34,0.25,0.37,0.21,0.21,0.22,0.25,0.25,0.25,0.22,0.22,0.22,0.26,0.25,0.22,0.22,0.21,0.25,0.26
8403029,J,10,132.36459,388.55828,1,98.1,67.8,79.7,54.5,92,66.3,86,85,122.2,171,165.2,166.3,149.7,172.2,190.7,168.2,153.1,150.5,115,110.7,129.4,115.6,123.2,101.4
42333390,J,10,132.320021,388.561188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19361014,J,10,132.359061,388.560475,0,205,135,140,127,164,107,189,194,245,304,280,341,310,360,319,401,392,328,342,311,365,276,259,223
76374981,J,10,132.366456,388.557769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31318147,J,10,132.364075,388.55273,0,87.3,59.5,95.4,71.7,78.2,65.5,72.3,90.6,143.1,136.1,158.4,158.4,143.9,162.6,185.2,148.4,150.9,147.8,91.6,123.7,126.9,125.9,104.7,85.4
57494694,J,10,132.309631,388.567111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24521445,J,10,132.322291,388.570781,0,139.7,122.2,82.7,90.6,89,78.9,96.6,109.4,121.1,116.3,127.4,136.1,147.2,137.6,165.6,146.6,120,128,157.8,166.6,207.8,156.3,154.1,130
8419668,J,10,132.329201,388.574511,0,360,263,226,188,167,148,247,357,329,349,378,395,468,399,449,407,446,471,575,502,585,563,499,467
40909989,J,1,132.350231,388.583981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40909990,J,1,132.347831,388.531585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25505673,J,1,132.340988,388.525477,0,183.3,162.1,181.6,158.1,142.4,129.4,194,276.8,251.6,301.5,315.3,272.6,320.5,263.6,260.6,328.6,349.8,392.9,380,372.8,397.8,373,368.9,292.8
