NodeID,type,A,longitude,latitude,D,fx_val0,fx_val1,fx_val2,fx_val3,fx_val4,fx_val5,fx_val6,fx_val7,fx_val8,fx_val9,fx_val10,fx_val11,fx_val12,fx_val13,fx_val14,fx_val15,fx_val16,fx_val17,fx_val18,fx_val19,fx_val20,fx_val21,fx_val22,fx_val23
77649040,J,1,132.311709,388.598383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36589357,G,1,132.35369,388.58738,0, , , , , , , , , , , , , , , , , , , , , , , , 
10515693,H,1,132.35369,388.58738,0, , , , , , , , , , , , , , , , , , , , , , , , 
7602521,H,1,132.375231,388.586301,0, , , , , , , , , , , , , , , , , , , , , , , , 
40562850,J,1, , ,0,2.9,3,21.9,11.8,10.4,28.3,3.2,22.3,108.4,110,109.9,108.7,109.4,107.9,110.4,108.1,111.9,111.3,107,2.7,106.7,105.8,2.7,2.8
64354495,J,1,132.331591,388.591728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63826384,J,1,132.540861,388.525605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036403,J,1,132.51921,388.54247,0,116.3,147.6,113.6,85.1,102.9,139.4,153.2,193.4,163,170.3,205.2,201.1,259.7,187.3,203.8,227,222.6,224.4,243.5,267.1,284,267.4,199.3,201.1
8353888,J,1,132.58494,388.52374,0,114.5,108.4,121.5,93.1,106.5,110.8,120,148.6,182.5,165.9,187.7,189.4,186.6,171.8,178.4,202.8,188.3,184.1,188.4,244.4,261.4,241.2,215.5,145.6
19111892,J,1,132.590411,388.530206,0,122.3,108.3,116.4,108.9,109,134.1,139.3,151.7,182.5,198.2,224.9,213.5,229.9,175,212.1,221.4,219.8,195.6,234.8,308.6,356,256.2,235.8,168.3
17959478,J,1,132.361961,388.574351,0,54.6,5.2,5.4,3.5,3.6,3.4,52.1,60.2,67.6,75,64.2,95.6,88,67.8,77.1,96.3,73.8,65.3,61.6,47.3,49,70.3,52.7,54.3
2682274,J,1,132.35641,388.58135,0,64.4,5.8,13.3,3.2,4.7,32.1,50.6,58.4,63,74.4,63.3,84.7,68.5,76.9,66.6,102.4,75,69.1,64.4,56.3,57.3,61.3,53,54.5
41070818,J,1,132.365148,388.568196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15326843,J,1,132.370981,388.568071,0,202.3,104.9,127.5,104.2,209.9,117.4,164.4,187.4,177.5,184.3,160.2,186.8,191.9,197.1,204.8,201,251,214.4,217.3,195.2,220.2,216.5,291.5,177.5
34476317,J,1,132.375042,388.559976,0,194.5,98.1,101.8,118.2,206.4,87.7,144.2,143.7,181.5,154.1,177.2,197.2,181.6,177,195.2,159.9,171,209.7,202.2,205.1,203.1,193.4,192.6,166
1590767,H,1,132.37992,388.568463,0,237.5,249.6,161.8,155.9,193.7,133.6,194.3,299.6,276,299.2,329.2,323.9,382,334.9,349.4,387.1,318.2,387.6,358.7,349.2,374.5,367.6,373.8,313.6
58889403,J,1,132.380267,388.564221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64215745,J,1,132.346702,388.600636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32069176,J,1,132.344901,388.59378,0,220.4,187.6,121.9,118.8,114.9,159,176.7,161.5,270.7,227,228.8,252.8,271.8,330.1,261.1,326.1,397.7,329.2,359.6,341.6,417.4,326,287.1,255.3
51191669,J,1,132.343991,388.600941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8157079,J,1,132.33932,388.60332,0,293,200.3,147.4,153.1,134.5,149.4,146.8,186.9,213.4,217.9,233.9,297.9,263.5,412.9,265.9,311.2,283.1,289.7,347.4,416.5,369.8,433.2,302.9,303.1
49950204,J,1,132.343371,388.601297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49950205,J,1,132.341561,388.599827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590729,J,1,132.339201,388.60629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21639686,J,1,132.378515,388.575569,0,131.9,111,134.9,104.2,107.7,122.7,106.2,134.9,162.9,132,124.2,124.6,145.5,108.4,134.8,136.5,158.4,136.5,169.1,172.9,128.4,189.2,148.8,131.7
42879587,J,1,132.37456,388.576117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80665481,J,0.1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59399478,J,10,132.364044,388.561002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682074,J,1,132.365557,388.559085,0,0.25,0.22,0.21,0.25,0.22,0.25,0.22,0.22,0.22,0.26,0.22,0.26,0.22,0.21,0.22,0.21,0.25,0.22,0.21,0.22,0.22,0.25,0.21,0.21
8403029,J,10,132.36459,388.55828,1,105.2,60.9,64.3,90.6,86.7,80.2,75.6,101.3,106.8,139.1,133.2,168.6,155.6,200.3,146.7,191.8,165.3,131.5,130.8,140.4,107.9,120.9,102.7,95.5
42333390,J,10,132.320021,388.561188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19361014,J,10,132.359061,388.560475,0,195,149,135,127,131,130,173,180,217,307,322,328,410,307,384,357,456,369,374,315,284,319,271,234
76374981,J,10,132.366456,388.557769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31318147,J,10,132.364075,388.55273,0,76.6,48.8,63.9,72.1,81.4,83.5,66.8,78.1,96.9,129,135.5,148.1,161.6,195.1,149.1,157.9,170.5,124.1,129.4,125.9,105.6,121,99.9,98.5
57494694,J,10,132.309631,388.567111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24521445,J,10,132.322291,388.570781,0,128,122.5,92.5,53.6,75.8,59.1,88.9,124.5,133.7,122.2,116.7,120.1,188,132.3,150,131.8,129.2,132.1,119.8,137.3,128.9,154.3,141.2,161.8
8419668,J,10,132.329201,388.574511,0,335,229,161,131,142,184,267,344,386,302,322,391,675,419,756,413,427,439,532,474,541,525,492,383
40909989,J,1,132.350231,388.583981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40909990,J,1,132.347831,388.531585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
